Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
599.000,658.800,es-us,0.77235,,,"tentación de ese cambio y la forma más más fácil de hacerlo, eh es calculando el INE vector y n valor de esa transformación pero básicamente qué estás haciendo ahí calculando los Pilares Los pilares de esa transformación de ese de de lo que contiene esa información de de la matriz es exactamente lo mismo que hacemos acá después de calcular la población en la población no Saca los embebidos como ese resumen general pero ya con el n vector n valor sacamos como los Pilares con los que podemos hacer operaciones para calcular por ejemplo la centralidad de cada uno para eso hacíamos todo ese montón de vainas y no sé qué y eso puede que si uno ahorita complicado pero vamos a ver qué es el código supersencillo supersencillo de hacer Simplemente hay que entender más bien como el concepto de sirve para esto y tiene estas ventajas desventajas lo uso en este momento determinado y ahí ya se va un poco el miedo Entonces qué podíamos hacer también con ese tipo de tareas era"
659.000,718.700,es-us,,,,"Hacer partición de grafos hacer clusterización de grafos porque ya podíamos encontrar las conexiones globales como ese resumen global con esta matriz, eh? Y poder encontrar claramente Y definir dónde se separaba un grafo, si quiero hacer como una tipo de de clasificación o tareas en ese tipo de cosas, eh? En grados eso lo podemos hacer y y más más tareas acá Este Man Sí habla mucha matemática es bastante denso, pero cuando ya lo entiendes, va un poco más suave cuando espectral Craft y todo eso spectrum rap es básicamente lo que les acabo de comentar sacas el resumen del grafo es el espectro Se podría decir, eh? Sus bases con sus conexiones y no te no coges el el grafo original, sino sacas ese Pilar esos Pilares de ese resumen con el aplaste y el inventor Entonces ese tipo de cosas son las que se puede hacer y hasta"
718.900,778.800,es-us,0.81956,,,"Habíamos quedado en eso y ya podíamos darle como un resumen más sólido a lo que era la placeada y toda esta vaina matemática pesada y demás que que estemos explicado acá listo, eh? Hasta ahí bien los que sobrevivan bien Vamos bien o dudas preguntas listo Recuerden que silencio es todo va bien listo. Estamos para adelante, entonces listo. Ahora es usando nuestro libro de guía que lastimosamente este explica esta parte bien, pero ahí para allá no es tan completo el que estamos usando de guías que se llama Deep o graves the jaw yian algo, así es muy tenso matemáticamente si le suban esto hay que yo diría que hay que usar otro libro de respaldo para poder entenderlo porque es que a veces es muy muy pesado cuando cuando no le"
779.000,838.800,es-us,0.74641,,,"En ciertas cosas toca leer varias partes, pero entonces la parte que sigue el capítulo que sigue, es nos hacen una introducción a a Deep learning Y eso es parte de lo que vamos a ver hoy también, eh? Que es cuando ya combinamos grapos y le empezamos a meter deepler Pero primero, hay que entender unas unos conceptos de Deep learning. Qué es lo que básicamente este Man explica acá Explica lo que es pitbull networks que pitbull networks es básicamente Cuando toda la información va en una dirección qué es lo que hicimos, por ejemplo con el con el la red neuronal predictiva el precio del carro que los features son de entrada y toda la información va hacia la salida que es el precio. Sí tiene una sola dirección y ya vamos a ver porque hay casos en los que no es fitform. Entonces acá explica un poco la teoría, que ya conocemos lo que es, eh, la red neuronal las capas las neuronas Cómo están conectadas."
838.900,898.800,es-us,,,,"Con los pesos cosas que ya conocemos y ya hemos visto en sesiones, anteriores función de activación, que también tendríamos un poco que algunas tiendas desventajas, otras ventajas, eh? Las aplicaciones estos casos, eso también lo explica por acá, eh, targets, binarios, categóricos y demás cosas que también ya conocemos un poco, aquí empezamos en este capítulo que se llama convolution debuts a ver unos temas que sí, eh, Son redes, neuronales diferentes, eh? Vamos a hacer un resumen sobre ellas, pero me alegro saber qué grafos usa convolucional the words, porque Esas son las que se usan para imágenes y los que ya llevan tiempo conmigo, saben que las imágenes y los videos no me gustan, no son temas, que yo me apasionen tanto trabajar Pero entonces es muy chévere, que se pueden utilizar el el mismo algoritmo en otro campo, me pareció muy bacano verlo, pero entonces vamos a empezar."
898.900,958.200,es-us,,,,"Un resumen sencillo de lo que son, eh? Convolution neural networks aquí como lo explica no está tan chévere, si me lo preguntan por lo que lo vamos a ver por acá en este vídeo que que es del mit esto es una serie de videos de hechos muy buena es una serie de vídeos que sacan cada año Esta es la del 2024 Aunque siento que ya está actualizada ellos deberían ya subir otra o no otra de pronto otra presentación incluso pero tiene un capítulo que se llama convolucionales y ya casi se dan cuenta hay una lista grande de muchos temas de de lo recomiendo mucho porque lo explican bastante bien pero entonces acá explican, eh? Cómo cómo utilizar convolucional de brandon's para manejar imágenes que es la aplicación número uno que se usan en en deepler entonces explican un poco en esta presentación que la forma en la que los humanos reconocemos imágenes es a través de patrones que"
959.000,1018.300,es-us,0.87919,,,"En su conjunto arman más patrones a un nivel de abstracción más alto, por ejemplo, acá muestra un poco lo que vendría siendo la nariz de pronto solamente el ojo lo que vendría siendo una parte de la oreja, pero cuando combinas varios de estos patrones, pues ya puedes armar una nariz completa o armar un ojo armar un perfil aquí de la nariz con el con el ojo, si se dan cuenta, pero vamos, como Armando por partes esta imagen cuando ya armas y coges estas pequeñas partes y otras eso es del mismo ejercicio de de unirlas, pues ya tienes como caras que ya tiene unos patrones definidos y demás, eh, Y es la forma en la que los humanos identificamos cosas, por lo general lo hacemos por sus patrones a nivel visual por los patrones, eh? De sus partes y pues vamos uniendo, eh, Y es una idea parecida a la que ellos usan con con este convolution alea aquí explican un poco."
1017.900,1077.700,es-us,,,,"Porque eh, la red neuronal convencional no es tan útil y básicamente la explicación es la entrada en este caso, la imagen que estamos utilizando es una matriz también lo podríamos definir como una matriz. Déjame aquí le colocó, eh? Creo que siempre hemos usado este que es cómo se llama este este mct y algo así va a colocar la cita horrible Pero quizás algo que son el dataset de los números que es la imagen como más sencilla sí, estos números son básicamente una matriz donde el negro, es uno el cero es blanco y ya con eso, Mira puedes pintar un cuatro, puedes pintar uno, puedes pintar un cero? Ta ta ta Pero obviamente ya las imágenes tienen un nivel más alto de de patrones de colores y demás, entonces necesitas primero una."
1078.000,1137.700,es-us,0.84136,,,"Más grande y segundo, eh? Colores que lo puedes hacer A través de de tres capas que eso tiene un nombre lo que se llama Rd rds colors o algo así es como tres capas de colores. Esto es Cómo funcionan los leds o las pantallas y no estoy mal incluso a ver si es medicina una tontería por acá, pero sé que son tres capitas, sí que por ejemplo si combinas una capa con un color y la otra cuando después luego sacar esto rgb Gracias Alejandro rgb Exacto Entonces acá lo que lo que haces es creas tres tres pantallas y vas dependiendo de la del grado de color que le coloques a cada uno de esos colores primarios, podríamos decir, puedes pintar los demás colores y con eso una imagen completa Esa es la entrada que nosotros le estaremos."
1138.000,1197.800,es-us,,,,"También a la red neuronal convolucional la razón por la que news se usa está red pool conectada que es la normal que conocemos de toda la vida, una explicación muy sencilla, sería que al momento de hacer esto cada uno de los píxeles que aparece en esta imagen es una entrada, vale Pero a veces no tiene sentido que yo relacione un píxel que está abajo a la derecha, supera abajo a la derecha con un píxel que está arriba a la izquierda, están demasiado lejos y no tendrían un patrón directo que lo relacionen porque la imagen la imagen por lo general tienden a tener una como una consistencia, una armonía, no es un montón de ruido desordenado, sino que, eh, Por ejemplo, te pongo aquí la imagen del carro, si yo imagino que aquí está El farol, pues ambos asumo que cerca va a estar de pronto la llanta, pero la llanta no tendría nada que ver con esta parte del pavimento que aparece aquí a la izquierda no tendría sentido la razón por la que no se usa una red densamente conectada."
1198.000,1257.000,es-us,0.81992,,,"Estos casos es esa ya crearías conexiones que no, no tendrían relevancia Al momento de procesar una imagen y podrías generar ruido podría utilizar más recursos ser más caro, el entrenamiento y demás Entonces ese es el el porqué el mal explica cada edad, no usamos esto porque de pronto no tendría tanto sentido para encontrar este tipo de patrones, pero lo que tendría sentido sería utilizar a tus más cercanos a los píxeles que están más cercanos a ti para para poder encontrar un patrón entre todos ustedes, Sí qué es lo que hace y él explica acá, que es como funcionaría tengo mi mi conjunto de píxeles y lo que hago es hago una operación matemática que puede ser calmé el promedio calcule el máximo calcule el mínimo calcule algo que me resuma todos esos en un solo dato y ese dato es el que va a utilizar como resumen de ese de ese pedazo de la imagen."
1257.900,1317.600,es-us,,,,"Sí ya vamos entendiendo y ahorita para dándole bolas a lo de los grafos por aquí va la cosa También acá, estaríamos cogiendo las conexiones y todas las propiedades que tiene cada uno de mis nodos y va saco como un resumen de eso y puedo empezar a encontrar patrones entre sus conexiones porque yo quisiera encontrar patrones de los nodos que están conectados con los dos que están conectados, no O sea quiero quiero contarles. Es ese resumen de tú no, pero los que están cerca a ti no por allá uno que está súper desconectado lejos de pronto no sea tan relevante entonces acá le explica un poco cómo funciona Y empezamos a hacer esa tarea de compresión, Se podría decir es a partir de esos pequeños recuadros o o mordiscos de de la imagen vamos sacando un resumen es decir, este cuadro rojo está relacionado con esta neurona que aparece aquí en este en esta parte es decir todas estas neuronas."
1318.000,1377.700,es-us,0.82639,,,"Que representa la imagen la resumo en una neuronal que va a ser la siguiente capa. Entonces así va funcionando hasta que ya puedes empezar a hacer cosas más complejas aquí el mallado un poco de clasificación y cómo te sirve eso para poder identificar si una imagen, por ejemplo es una x incluso, cómo funciona para poder aplicar filtros, acá lo explica un poco que sí tiras este filtro Pues resaltas, los blancos y puedes encontrar cosas con imágenes Esto sí, para alguien que le guste la imagen Ahí está súper interesante y bacano básicamente con esto podría decirse que funciona sora, o al menos sus bases tendrán mucho más por detrás seguramente son sin lugar a dudas, pero estas son las bases como reduce cómo evolucionar y manejar imágenes y demás Eh entonces aquí esta imagen creo que ayuda bastante en la a ver cómo funciona el resumen y también voy creando las capas de profundidad."
1378.000,1437.800,es-us,,,,"Sobre esa sobre esa imagen que estoy transformando aquí explica un poco la matemática y otra es como como a partir de las diferentes estos bacano, porque a partir de las layers que les comentaba, eh? La red neuronal va encontrando patrones en la primera layer encuentra lo que veíamos al principio de pronto partes del ojo partes de la nariz del mentón cuando ya pasas el segundo layer ya puede encontrar patrones más abstractos más a un alto nivel y cuando tienes la siguiente la puedes encontrar más que ya es cuando llegas a las imágenes y puedes hacer clasificación y demás cosas interesantes Aquí también lo explica un poco Cómo va, pero pues para que se se entienda que sí lo podemos utilizar en grafos, eso lo explican también en el libro que estamos leyendo y y tiene su aplicación acá ya es cuando el manual Explica qué rayos hace identificación de partes de d."
1437.900,1497.500,es-us,,,,"En segmentación incluso creo que aquí muestra las vaquitas el fondo el suelo para el que le gusta Ahí está bacano para que lo aplique para imágenes Entonces ese es uno de los temas que que se ve tanto es de pronto para una imagen más chévere Cómo se ve algo así se vería una red neuronal convolucional Yo por aquí tenía una imagen preparada, pero la perdí sería quizás estás se ven más bacanas solo que estoy buscando una que muestre las tres capas que yo les decía Ah No qué sería, si hay una que nos muestres las tres capas ya ya van a ver a qué me refiero con las tres capas quizás este, cómo lo único que veo por ahí o es las podría funcionar Sí bueno así básicamente."
1497.900,1556.800,es-us,0.83036,,,"Serían tres capas que serían tres matrices y por eso es que los tensor cuando ustedes manejan con tensos que yo les decía al principio el tensor es como una tabla pero con superpoderes y lo podríamos ya, eh? Redefinir Como una matriz con superpoderes, porque el tensor lo que te permite es también modelar en un solo objeto tres matrices, que sería básicamente un cubo se podría tomar de esa manera un un arreglo que tiene, eh? Alto ancho y las capas de de color eso sería lo que lo que se vería Cómo se vería la la red convolucional y miren aquí es cómo se va comprimiendo la información hasta cuando ya tienes una salida aquí al final Cómo se ven las redes neuronales convolucionales listo, ahí recuerden pueden intervenir cuando está la puerta listo, hay otra red normal."
1558.000,1617.800,es-us,,,,"Eh, también es muy bacano y es Se podría decir que son las bases con las que funciona charge pity, que es la aplicación de cómo es más dura que se está haciendo, eh? Pero es la que te permite a ti modelar secuencias o si se podría decir secuencias o pasos. Yo no sé si se acuerdan que algunas comenté que aquí en la empresa estábamos haciendo un modelo que que fuese capaz de predecir la duración de un paso en un proceso que es como cocinamos burguesas Entonces el paso uno que escoja los ingredientes pasó 2 con 100 de la hamburguesa, paso tres. Háblame paso, 4, eh? Entré nosotros intentamos en el enfoque de utilizar una red neuronal recurrente así se llama porque queríamos modelarlo como una secuencia no solamente como un modelo regresivo en el que yo le dijera veas estas del paso 5, pues predica Cuál sería la duración porque quizás."
1617.900,1677.600,es-us,,,,"Qué pasa acá, que ese paso 5 que puede ser el el el el la entrega dependa de lo que pasó en los pasos anteriores que es la idea que sigue charge pitín chachi piti, predice el siguiente carácter oración o párrafo con respecto a lo que ya tenía antes o con respecto al contexto que se le da desde antes Entonces esto ya lo sumas con Transformers y un montón de cosas y te sale algo ya mucho más elaborado muchas gpt, pero es una secuencia es una conexión de caracteres y cuál va a ser el siguiente carácter a partir de lo que yo ya experimenté en el pasado Se podría decir y lo que estoy recibiendo en este momento Entonces acá, se puede ver un poco cómo funciona que es hay una cosa llamada hyrum, State que es básicamente el el la información que se realimenta que es lo que viene desde el pasado Es decir, eh? El carácter anterior pero también el carácter que estoy recibiendo como entrada."
1677.900,1735.600,es-us,0.77119,,,"Siendo x entonces a partir de eso yo puedo predecir Cuál va a ser el siguiente carácter en este caso Cuál va a ser la duración de un paso específico es cómo funciona aquí se ve ya este es el modelo estático, pero así se ve como a través del tiempo. Entonces acá sí sí, ven, dice t - 1 t + 1 es porque es en el instante uno dos tres y se dan cuenta en t, Yo me estoy alimentando de lo que pasó en t - 1 y me me estoy alimentando de el tea de la entrada actual del XP Y a partir de eso entregó una salida que está acá. Eso tiene un montón de configuraciones, que le puedes hacer que por ejemplo quiero que solamente para llegar a una salida la última salida con todas estas entradas o quiero que prediga todas las salidas a partir de todas las entradas, eso se llama así con su sequence o sequence to Héctor o vector tóxico, entonces hay diferentes configuraciones Pero es cómo funciona que la red neuronal es capaz de almacenar información y"
1738.000,1797.700,es-us,0.80747,,,"Digamos tener una memoria Y a partir de eso predecir entonces aquí también está este vídeo de Este esta página este canal de YouTube es genial, Aunque el man tiene una metodología del niño para 5 años, pero para temas tan complejos. Además lo hace demasiado bien, acá le explica un poco Cómo funcionan los recursos y Explica cómo se utiliza de pronto para creo que el mapa hice aquí el Mercado o la acción de una empresa, sino estima el video Ya lo vi hace tiempito, pero explica un poco Cómo a partir del pasado, voy almacenando esa información hay una evolución de esto que le recurran al debuts y se llama long short tem neural que es la evolución porque eh? Cuando entramos en profundidad de pronto en este tema Sí ya lo vemos en este caso del recurran debut tiene una limitaciones de memoria es decir No es que pueda almacenar mucha memoria."
1797.900,1857.300,es-us,,,,"Desde el pasado es muy sensible como a variaciones no es tan estable, eh? Eso se ve un poco de hecho aquí se acuerdan que habíamos visto algo que se llamaba Explorer Explorer y vanishing de las neural networks que era cuando entrenaba una red neuronal Y a partir de las capas cuando Pasaba una capa tras otra se iba desvaneciendo ese gradiente con el que yo hacía el Back propagation y se iba como muriendo la red neuronal en el entrenamiento se iba muriendo algunas neuronas porque quedaban muy saturadas en cero o le pasaba lo puesto que es cuando uno dice xplore que es cuando ya quedaban saturadas, pero al uno y y no avanzaba el entrenamiento, no avanzaba a esto le pasa, pero peor porque acá también estás teniendo es esta dimensión del tiempo porque te realimenta se realimenta si vas teniendo ese ese movimiento del gradiente hacia abajo hacia arriba, Eh y se muere la red normal."
1857.900,1917.900,es-us,,,,"Eso se aliviado un poco con algo que se llama Launcher Trump que ya utiliza una configuración un poco más compleja en esto si no va a meter mucho detalle, pero utiliza Como colocándola así en términos sencillos una memoria a corto plazo una memoria a largo plazo un un criterio para definir qué es lo que quiero mantener Y qué es lo que quiero desechar qué es lo que podría ser relevante y demás Hay unas operaciones Matemáticas detrás de esto el manta me lo explica súper bien starters soy fan el man es muy bueno explicando estos temas si uno no se entiende a la primera, Eh entonces acá se ve un poco desordenado, pero cuando ya le paremos las van a ver que es bastante sencillo, él explica aquí es cómo funciona eso fue chévere ver que también existiera a mí me parece una chimba ver que que quizás en redes neuronales, eh? De este tipo lo puedes aplicar a grafos, me imagino algo así como un grafo evolucionando en el tiempo como una estrategia que va pasando o sea cómo sabemos que estamos jugando League of Legends o este."
1918.000,1977.200,es-us,,,,"Fue hasta aquí defender Pues hay una secuencia, no hay un estado actual, pero a partir de que yo vaya atacando y vaya moviendo ficha y vaya pasando cosas, eh? Me serviría mucho saber qué pasó antes quizás o tener cómo está memoria para poder saber qué podría pasar del futuro, pero no solamente a partir del instante actual. Eso sería lo que haríamos con un convolucional, por ejemplo, sino que podrías tú llegar a tener una una memoria, no de de lo que pasó anteriormente y y tener incluso una estrategia más complejo, eso me pareció genial y el último tema que me parece también una chimba que está en el libro de hecho, va a ir bajando para que vean que existen en el libro aquí me recurran de la Network aquí es el que acabamos de ver, eh? Usaste, no sé de temporada a eso, Ajá bien, sí son súper útiles son súper útiles las redes, eh?"
1977.900,2037.800,es-us,,,,"Memory son muy útiles y de ahí vienen lo que les decía pero yo quiero crear pintó una canción más grande, lo descubriremos si Dios quiere acá en este capítulo Ah mira aquí también habla de lo que iba perdón de lo siguiente que me que quería hablar era autorex un viejo conocido que ya prácticamente nuestro proyecto anterior se basó en eso en autores en poder hacer esta esta reconstrucción de de los precios de los carros para encontrar las zonas en este caso podría aplicarse también para grafos al parecer y veremos qué se puede hacer de hecho todavía no he leído exactamente que se puede llegar a hacer con este tipo de cosas pero es interesante saber que en el libro aparece que tiene aplicaciones de Ah Ah mira aquí está a Aquí estaba la que les quería Mostrar"
2037.000,2096.800,es-us,0.79193,,,"Del convolucional grande, mira aquí están las tres capas pero con el autor ahí Discúlpame pero sí que el autor que nos permite hacer un montón de cosas superinteresantes, parece que lo podemos utilizar acá también quiero que que podías tú sacar el ruido de un grafo encontrar Cuáles son los Pilares dentro de un grafo Cuáles son en este caso los servidores más importantes los que tienen de pronto más relevancia, los que manejan el tráfico que más me interesa ahí puede haber varias cosas interesantes que podemos explorar porque es que también aparecen en el libro y posiblemente lo vayamos a ver, eh? Qué caminos nos da la solución que vamos a ir buscando listo. Aquí habla de lo que ya conocemos, eh? Voy regularization que es regularizar los pesos Drop out Esto es para prevenir, que ya saben es cuando"
2096.900,2155.400,es-us,0.87671,,,"Me sobre ajusto, me me entrenó de más en una habilidad y solamente me especializo y no puedo generalizar lo suficientemente bien. El ejemplo que siempre colocó los carros aprendes a manejar un carro muy bien una clase de carros específica, pero muy bien y te tiran un carro que tiene la la manija del cambio un poco diferente y te estrellas Pues porque te sientes raro y no sabes manejar misma idea batch normalization, pero eso también lo hemos visto en en sesiones anteriores, eh? Creo que no lo aplicamos la última vez, no, pero vamos a ver si acaso quién sabe listo y aquí Ya termina la parte 2 de esta de esto de aquí ya estoy empezando con gráficos esto ya para la próxima sesión Ahora sí, entremos un poco más a la librería recuerden si tienen dudas malditos arriba y"
2156.900,2216.600,es-us,0.83144,,,"Vamos, respondiendo o abren el micrófono sin problema librería que vamos a usar, eh, payji, que está acá se basa en pythor, es básicamente una extensión de las librerías que tiene python sobre en geometría que en este caso Aplica para grafos no es tan grande ni tan larga como yo pensaba en realidad y Es más. Yo diría que es más una extensión de pythor, pero no es como una una librería tan independiente ya vamos a ver por qué viendo el código Pero entonces esta ley librería que vamos a usar algunas funciones, ya están preconstruidas y para allá ver un poco qué rayos pero un poco de código un poco de código entonces acá Este"
2217.000,2276.900,es-us,0.81156,,,"Repositorio es nuevo está superfeliz, está para que jueguen si tienen ganas ideas y demás Ahí está para que lo revisen Y ahorita Se los comparto, pero el repositorio que tienen el repositorio tiene deyra, que ya vamos a ver qué es el exploration también. Ya vamos a ver qué es las que quiero mostrarles ahorita. Básicamente son estas dos carpetas operaciones de grafos, que que tenemos tres operaciones muy sencillas calcular el bitcoin Delivery calcular el el el en el vector centro Eric y calcular el laplace del grafo. Eso es lo que queremos hacer si se dan cuenta, es muy sencillo, tenemos una entrada, que es el grafo ya armado. Esto es un objeto tipo grafo. Ya vamos a ver ahorita Cómo se arma, hay una, eh? Librería que esto creo que es hace parte de pythor, si me demora No falla donde tiene una operación que es."
2277.000,2336.700,es-us,,,,"De hecho en el centrality Así es sencillo, lo invito al grafo. Él me tira la respuesta y ya eso es lo que yo reto y ahí todo lo que vamos de hecho de matemáticas, se desvanece es todo eso que uno decía Qué miedo la matemática. Entonces, pues aquí ya es más la matemática, Yo diría que es más para poder entender sus límites que puede hacer que no pueda hacer hasta dónde lo puedo estirar si no funciona para este ejemplo o para este problema o no, pero como que vaya y tú tengas que hacer la derivada y que no no hace falta, ya te lo va a hacer el computador y la librería, eh? Es más entender el límite que tiene que se puede hacer acá, eh? También con el detector, les quedó viendo los argumentos de entrada en realidad quería mostrarles más es cómo funciona lo fácil que es de pronto utilizarlo, pero ya estudiando un poco más la librería, les puedo explicar Ah mira, este argumento de Máximo inter es esto en realidad ahorita, no sé qué hace les va hacia dónde están tengo que hacer."
2337.000,2396.200,es-us,0.74108,,,"Pero es más mostrarles la simpleza con la que se utiliza no es tan difícil y mirar la plaza No aquí nomás aquí la diferencia de la población no es que yo estoy recibiendo es la matriz de los de los puentes, lo estoy recibiendo el el objeto grafo como tal, sino la matriz de los puentes es el Legends Matrix el elche. Matrix poder calculó la playa y eso me tira, pues cuáles eran en la placenta de los de los puentes y aquí pesos esto todavía no sé exactamente Qué significa tampoco, eh? Pero lo vamos a descubrir, pero vean que es así de sencillo, como lo ven en pantalla test Case aquí en los test que dices un test case por cada una de las funciones aquí se está Armando la matriz, que sería de los puentes de los puentes, eh? Aquí."
