Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
599.000,658.700,es-us,0.79650,,,"Otra comunidad O algo parecido Sí porque esta comunidad está conectada con esta comunidad Entonces se atacó primero a esta comunidad, pues ya tendría espacio para atacar, después la otra todas esas sí podrían pasar con ese tipo de aplicaciones Entonces cómo hacemos ese tipo de tareas, eh? Que está representación también lo muestra bastante bien acá como pueden ver, voy a incrementar un poco aparece esta tabla que cada uno de los ítems de la tabla representa una comunidad en la comunidad de Julia de Julia a la comunidad de Alicia a la comunidad de Lisa porque todas son del equipo de Lisa o alguna vaina sí, lo que hace el el detector de comunidad o Community detection es lo que ven en pantalla a pesar de que estén interconectados con los demás, pues hay una relación de pronto más fuerte con con este grupo con sus amigos, lo que sea Pues todos estos azules son amigos de Julio o el equipo Julia o algo así y si se dan cuenta."
659.000,718.800,es-us,0.82294,,,"Diferentes tamaños no significa que todos tengan el mismo número de nodos, podrían tener menos o tener más aquí lo que importa es que están conectados estás, Eh o vamos a ver que hay otras cosas que importan porque hay diferentes tipos de de de detección de comunidades algoritmos para detectar comunidades entonces acá de pronto se ve también en una forma un poco más diferente las diferentes comunidades como pueden ver acá también representan de forma diferente en diferentes grupos también ahorita vamos a ver por ejemplo vamos a hacerlos empezar a hacer las preguntas uno diría bueno Y cuántas comunidades hay niños ya empiezan a mirar no sé tocaba averiguar entonces lo que vamos a hacer acá entonces un algoritmo que podríamos aplicar muy sencillo para entender cómo funciona ese detector de comunidades es ya pasamos de los grafos."
718.900,778.900,es-us,0.85854,,,"Pasamos a este espacio vectorial correcto. Ahora es una representación de dimensiones donde cada uno de los puntos en ese espacio vectorial Es una representación de ese nodo en ese grado y ya lo voy a utilizar como un dato es normal como un un dato acepta donde cada una de las dimensiones de ese espacio vectorial representado la una característica y lo que yo hago es conectarlo, eh? Aplicar un algoritmo en este caso estamos aplicando chemins, que es un algoritmo no supervisor para solo para tener en cuenta, Qué significa un algoritmo, no supervisado, eh? O un modelo de Machine learning, no supervisado es donde yo tengo las características de las instancias con en este caso las instancias serían la representación vectorial de los nodos, pero no tengo las respuestas con"
779.000,838.200,es-us,0.78836,,,"Tú estás Me retiro, a qué grupo pertenece o por ejemplo? Podríamos también hacer un algoritmo supervisado que sería a que si es un atacante o es una víctima, esa podría ser una clasificación binaria, pero ahí ya tendríamos la respuesta porque en realidad nosotros ya tenemos esa respuesta sabemos Quién es el atacante Porque si él envió un mensaje de ataque significa que es atacante, eso es lo que lo que podemos decir ahí, eh, Hola Jonathan bienvenido. Entonces acá lo que estamos haciendo es aplicando este algoritmo No supervisado, simplemente para contar comunidades a partir de qué tan similar son Hola disculpa que nos cogiste en plena en plena explicación y ya podemos aplicarlo directamente no había problema, cómo funciona de pronto el algoritmo o este algoritmo de kimis no separe, eh, No supervisado, sí."
838.900,897.100,es-us,,,,"Sería el crea unos centroides, se llama así que son los puntos redondos que aparecen aquí en esta imagen cada uno de esos puntos redondos representa un centroide y lo que va a hacer es que empieza a encontrar, Se podría decir un punto de equilibrio después si estudiamos un poco más a detalle en los supervisado porque literalmente eso no lo comemos y pasamos directamente a esto de grafos, eh? Se encuentra un punto de equilibrio donde ya no hay Se podría decir traspaso de nodos entre brujos, si no se llega a un punto estable si se dan cuenta, eh? Los centroides tienden a quedar en la mitad de los grupos sí, y en ese punto ya ya se tendría un equilibrio matemáticamente hablando tiene una cosa detrás que Calcula e itera e itera voy moviendo el centro y le voy moviendo el centro y te voy conectando con diferentes puntos Hasta que encuentre ese punto de equilibrio donde ya no hay traspaso de"
898.900,958.800,es-us,0.76475,,,"instancias entre los grupos en este caso ya no hay traspaso de servidores entre las diferentes comunidades eso eso es lo que podríamos decir en palabras de nuestro ejercicio aquí uno ya se empieza a hacer la pregunta, venga y cuántos Como cuántos grupos habrían Es una respuesta que no se tiene porque en realidad es una supervisado no sabemos Cuántas categorías hay no sabemos Cuántos grupos podrían existir eso está metido en una ciencia detrás aquí solamente voy a hacer un brochazo Para que veamos de qué se trata pero para que se entienda un poco como cuando se aplica el modelo de Machine learning con graves que sería cuando ya tienes esto de kimis y quieres empezar a definir Cuántos grupos hay hay algo que se llama inercia o inercia, es una métrica que se puede saber que se puede sacar en ese en ese ejercicio que se hace acá en movimiento inercia, la forma en la que"
959.000,1018.700,es-us,,,,"Entendí Es como su nombre lo dice un poco encuentro ese número de clusters donde ya no haya Tanto Movimiento y tantas desplazamiento Y dónde tampoco llega un punto en el que yo segregue tanto los grupos que básicamente un nodo o si un servidor represente un grupo no quiero llegar a ese punto de crear tantos grupos tan anatómicos literalmente un servidor representa un eh? Un grupo quiero que sean de grupitos, digamos significativos y para eso se utiliza una métrica que se llama inercia, como les comentaba y se saca a través también de una gráfica que se llama, eh? Inercia, versus número de closets. Entonces llegó a empezamos con cinco empezamos con 10 empezamos con 15 empezamos con 20 empezamos con 25 con esos 25 y demás 20 15 y demás Yo calculo Cuál es la inercia, es como les comentaba como ese desplazamiento."
1017.900,1077.900,es-us,0.81069,,,"Matemáticamente podemos entender mejor si quieres abre el micrófono William no sé si quieres explicarlo, no que es algo así como la medida de la diferencia entre los datos originales que uno tiene y los closer a los que fueron asignados, entonces La idea es mi minimizar Esa diferencia sin Digamos como hacer over fitting sobre cada uno de los datos Por decirlo, así sí, sí sí sí sí sí sí, creo que eso sería una palabra correcta Cómo evitar hacer un perfil correcto un de perfil pero en un ejercicio no supervisado me gusta esa explicación como ahí sí, señor. Estoy de acuerdo Entonces siguiendo esa idea. Nosotros, eh? Por regla. Eso lo elegí en los libros y demás a estos este plot que aparece acá se llama elvo porque es un codo literalmente significa co"
1078.000,1137.800,es-us,0.82193,,,"En en inglés y lo que uno quiere buscar es ese punto donde ya hice lo suficiente segregación pero si se agregó más Ya parto demasiado el grupo innecesariamente y no gano suficiente, no, no reduzco significativamente la inercia, porque yo podría seguir partiendo los grupos, pero si se dan cuenta aquí el recorrido de la inercia, sería muy bajo en estos que aparecen aquí como desde el cinco para abajo, entonces literalmente uno quiere el punto donde esté el codo el el ese punto es el número que uno escogería de closets para poder que sea ideal. Eso es una métrica que se usa, eh, Y esa podría ser el número que no definiría en este ejercicio Ah que quiero que sea tantos Pero por qué Porque de pronto ya no hay tanto desplazamiento en el sus, eh? En en ese movimiento y se segrega lo suficientemente bien Entonces eso sería como un ejercicio, no supervisor que"
1138.000,1197.900,es-us,,,,"Que vamos a ver en código, pero Ah bueno, aquí está de hecho lo que les comentaba a veces no se ve así es Está muy así. Funciona en ese que chingó esto sería genial Pero la realidad. Es que a veces no es tan bonito como como en la realidad se ve algo así hasta a veces se ve peor porque parece una línea así larguísima bendice, Dónde está el Boom y el el bus parece que estuviera en un Rango de 20 clusters diferentes, entonces solo para mostrarles que podría ser así de desafiante O podría ser muy sencillo, todavía no sabemos el de nosotros Cuál es porque no nos llega allá solamente hemos hecho la clusterización con un número fijo, pues ya en la siguiente sesión de pronto le ponemos ese elbo y demás, eh? Pero también hay otros algoritmos de clusterización que no dependen de centroides, eso también lo colocó es para que vean que las comunidades se pueden formar de diferentes formas. Voy a colocar otra vez el el ejercicio acá de the Kings que si se dan cuenta los centro."
1198.000,1257.800,es-us,0.81177,,,"Se mueven en la mitad del grupo Ese es el punto donde van a pertenecer porque es como su nombre. Lo dice, es androides. Estoy en el centro de ese grupo y me acerco, estoy yendo suficientemente cerca a todos, Qué limitante tiene esto hay un término, eh? Yo no entendía en la universidad no me gusta tampoco como lo explicaba, pero por ejemplo es el término convexo y no convexo, qué significa eso convexo y no convexo esta imagen lo mismo representa bastante bien eso de entender significa que en una función de cualquier dimensión número de dimensiones, yo puedo conectar dos puntos directamente sin tener que romper la función, por ejemplo, en este convexo. Yo podría pararme en este punto que aparece acá y para el Instituto que aparece acá y trazar una línea y no estaría rompiendo la función pero en esta."
1257.900,1317.400,es-us,0.69495,,,"Convexo Por ejemplo si yo me acuerdo este punto azul y quiero llegar a este punto azul de acá y tras una línea tengo que atravesar por la función dos veces entonces La Roca eso es convexo, no convexo se puede colocar en diferentes dimensiones ahorita de hecho aparecían polígono que ya podría ser otra forma de representar, por ejemplo el mismo ejercicio que sería esta imagen que aparece acá estos convexo Porque en cualquier punto dentro de ese polígono yo puedo Navegar a otro punto dentro del polígono pero en la estrella No si en la estrella ya me paran una de las puntas y quiero saltar a la otra punta tengo que atravesar y romper la función eso es Complex no convexo esto Qué significa porque le estoy diciendo todo esto para Queens y por qué rayos porque kimis es convexo yo si se dan cuenta donde me paro acá yo tengo acceso a todos los puntos que están cerca de ese centroide sin romper es decir Yo puedo básicamente estoy creando círculos burbujas."
1318.000,1377.500,es-us,,,,"Por por decirlo de esta manera, pero dentro de algoritmo que se llama dbs que él permite en curvas cosas que no pensamos ya no estoy, por ejemplo, en este punto acá y quiero atravesar este punto acá, pues tendría que romper el grupo y atravesar toda la mitad porque les digo esto porque hay diferentes formas de armar propiedades, no siempre tienen el mismo comportamiento o siempre yo utilizo, chemins y palante si no depende de lo que yo quiera buscar y el problema que quiera encontrarlo eso es lo que, eh? Perdón, el problema que quiera resolver lo colocó solamente para ese término aquí, cómo funciona este algoritmo. Básicamente tomo un punto de inicio y empezó a agarrarme de la manito con los puntos que estén más cercanos ya no es un centroide moviéndose, sino yo tengo una burbujita de 5 m. Entonces me agarró con las personas que estén cerca de mí solo 5 m y a la vez esas personas agarran con los demás que estén cerca 5 m 5 m 5 m hasta que llegamos a un punto de estabilidad también y también tiene sus."
1378.000,1437.900,es-us,,,,"metricas parecidas al del bou para poder definir qué número de clusters son los que mejor conviene y demás bla bla bla bla pero solo podemos dejar para otra sesión aquí la intención era más mostrarles qué se puede formar diferentes comunidades con diferentes características con el mismo dataset con el mismo conjunto de datos Entonces eso nos lleva a lo siguiente y acá fue donde yo dije Dios mío, estoy haciendo porque no me tienes tú qué ratios Y esta página me gustó mucho pero a la vez no porque explica todos los tipos de algoritmos de detección de comunidades para los eh, los grafos Entonces por ejemplo aquí aparece que estamos utilizando 500 clóset pero aparecen muchos más aparecen muchos más que esto sí me gustó cuando lo leí voy a abrir donde tú los seis primeros que en esta documentación por ejemplo te dice si el algoritmo funciona para grafos que son"
1437.900,1497.800,es-us,,,,"Direccionados Recuerden que direccionados es parecido a como cuando haces referencia de papers hay un paper, eh? Referencia a propaper hay un hay una dirección pero no direccionado significa que yo, por ejemplo la relación con mi mejor amigo es mutua no hay como una dirección de de aquí para allá de allá para acá Entonces por un jefe con un jefe puede haber una relación direccional porque él es un jefe entonces si hay una dirección eso podría pasar entonces acá te dice como que vea este algoritmo que tiene acá le funcionó para direccionado una direccionado la función se tienen relaciones de peso sí es homogéneo esto también como que no significa, eh? Homogéneo heterogéneo significa que hay diferentes tipos de logos en nuestro caso nuestro caso es homogéneo, porque todos son servidores pero si le metiéramos de pronto personas que también son nodos y le metemos de pronto ciudades Porque pueden ser la ubicación dónde está el servidor o algo así que yo ya hay"
1497.900,1557.300,es-us,0.71056,,,"Nos de diferentes tipos Entonces eso ya lo hace heterogéneo y esto heterogéneo, relationships, no sé todavía ni siquiera Qué es ya lo descubriremos, pero lo que me gustó, es que te dice como que veas tú algoritmo por ejemplo, eh, qep d d d d composition no sirve para direccionarlos, eh? Este k1, eh? Colorín si sirve para dicciona, pero no sin más ni tan peso este hecho tengo que leerlo bien, porque acá todos estaban blancos, no sé si es porque hay algo que tiene sentido, es que nosotros estamos usando el de Dios previamente para utilizar kimis de todos estos algoritmos, interactúan directamente con el grado sin tener que hacer una transformación de BBVA entonces puede que esa sea la razón todavía no, no puedo decirlo con certeza, pero me duele que es por ahí, pero te dice como que básicamente que hace cada algoritmo y como, para qué rayos te funciona y en qué momento es mejor utilizar uno sobre otro Entonces por ejemplo."
1558.000,1617.400,es-us,,,,"Vamos a ver una comparación, pero ahí es donde Tú empiezas a comparar a nivel de arquitectura a nivel de cuál es el problema que quiero resolver de Qué recursos, tengo para resolver ese problema, Por ejemplo, te dicen la respuesta del modelo Tiene que ser muy rápida y se tiene que reentrenar al menos en 10 minutos Entonces Quizás tú priorizas un modelo que a pesar de que no tenga la calidad tan alta sea muy rápido, o sea, en párpados tengo eso ya entrenado y vuelvo a empezar o quizás priorizas es la segregación o crisis de hecho, vamos al ejercicio que les quiero mostrar. Entonces aquí están todos los tipos de algoritmos, Eh entonces hay dos que vamos a ver en este momento más más como superficialmente para ver las diferencias para mostrarles que hay diferentes tipos de algoritmos con diferentes comportamientos, entonces hay una que se llama lubian modular que, eh De hecho se llama alubia."
1617.900,1677.800,es-us,0.80810,,,"La métrica que usa es modular y kane Jesús no fórmula matemática que a partir de esa fórmula matemática, lo que hace es empezar a crear esas comunidades donde se maximice esa modularidad que tiene una desventaja Y es que puede conectar comunidades que solamente tienen un puente pequeño, pero que entre ellas están desconectados de hecho ya lo vamos a ver un poco aquí en este tema en los representantes, Qué significa Por ejemplo, yo tengo esta comunidad la hundió solamente este punto de acá, que es el cel, que este no que es el 0 lo unió, pero si se dan cuenta entre estas dos comunidades no hay conexión, no hay una relación entre 2 y 5 no hay una relación entre 3 y 6 pero es porque el algoritmo ya tiene ese comportamiento entonces ahí uno ya empieza a ver leyendo un poco más las matemáticas como Ah tiene esta desventaja tiene esta ventaja, eh? Quizás"
1677.900,1737.700,es-us,0.83078,,,"Esto es más rápido, pero no tiene la calidad, que yo estoy buscando o no segrega las comunidades como necesito que las se agreguen de hecho en esta imagen se ve mejor acá se ve mucho mejor lo que trato de decir es si se dan cuenta estas comunidades no están conectadas solamente a través de este puente Y solo por tener ese no, en la mitad se creó una sola comunidad cuando en realidad podrían ser dos, porque tiene más sentido que sean dos, porque entre ellas no están entre ambas comunidades, no están conectados. Entonces creo más bien, quizás dos comunidades independientes y este podría ser una tercera comunidad o algo que esté aparte un elemento aparte Entonces el lubian tiene esa desventaja de hecho aquí lo dice como tiene la tendencia de conectar comunidades, que no están entre ellas conectadas, pero justamente en este mismo paper hablan de un algoritmo que se llama leyden con minería."
1738.000,1797.700,es-us,,,,"Resuelve un poco el problema que tiene el lobi el detección y usa una métrica que se llama surprise que es básicamente colocarlo así qué sorpresa hay de que ese servidor se encuentre en esa comunidad y eso se calcula con una métrica y lo que buscamos es reducir de pronto esa sorpresa lo mayor posible porque no queremos que un servidor esté en una comunidad que no debería estar porque sí está el cereal como sorprendente básicamente Qué hace ese perro en ese gallinero, si no debería estar ahí Eso es lo que queremos minimizar la sorpresa entonces, eh? Diferentes algoritmos diferentes cualidades este mando aquí lo Explica cómo cada uno con sus ventajas y desventajas y se dan cuenta en contacto Inquietos por suceden todos los links abiertos los estaba Aprendiendo a ver, pero todavía me falta para masticar para para entender por ahora vamos a usar."
1797.900,1857.300,es-us,,,,"Tienes aquí son mucho más hasta ahí tienen dudas o todo bien Recuerden que silencio está bien listo, vamos con código Este es el Notebook ya lo conocíamos un poco es el Notebook que hicimos de exploración aquí miramos como que nos datos queramos el grafo, eh? Miramos Cuántos servidores, habían atacantes, Qué tipo de ataques había, por ejemplo, acá estos son los que atacan y el tipo de ataque que tiene noticia buena ya con esta máquina, podemos correr todo ya ya no sufre el computador sino ya se demora pero, eh? Tampoco es tan grave. Veamos Cuáles eran las víctimas y las víctimas colaterales un montón de cosas que seamos un plot y demás Pero al final, eh? Lo que quería mostrarles de todo. Esto es que"
1857.900,1917.800,es-us,,,,"Se guardaba ese grado, se guardaba esa información en un archivo, eso también se puede guardar porque lo guardamos en información en ese archivo, Porque después hacíamos diferentes métodos embebidos y por aquí vamos a ver lo que lo que se han preguntado de del rendimiento de la gpu de hecho va a estar interesante esta de acá, em qué teníamos los dos tipos de algoritmos de medios uno que era Note vector y el otro que era Dead justamente los que hablamos al principio de esta sesión va a empezar con el del deepwalk porque es el más ligero de hecho es un llamó la atención tiende a ser más ligero que el de lo tu vector cosa que tiene sentido porque el de Note to vector Recuerden que tiene que calcular probabilidades hacia cuál siente nodo me voy a lanzar dependiendo de estos dos hiperparametros que son, eh? El pfs y el dfs entonces, eh? Quizás por eso computacionalmente esto tiene que hacer más esfuerzo pero"
1918.000,1972.100,es-us,,,,"Por ahora vamos a empezar a tener un equipo ejecutar estas primeras tres celdas para que así, porque si es así no sé, me arreglo fácil, Sí este archivo se genera a partir de ahora ejecutó. Esto rápido es que estuve saltando lo que viene en pantalla, es estoy conectado en la parte."
1977.900,2036.600,es-us,0.51716,,,"Exactamente para hacer un truco aquí recompensamos esto lo tenemos por aquí la carpeta a ver si tenemos suerte de ir a joder No hace tiempo descargarlo en un segundo nada más muchachos yo creo que ustedes quieren más técnicos y si la tengo es mucha información y me tocaba meter algún comprimido la razón por la que la metí con premios que había tanta información que siempre está va a pedir que si el virus que no sé qué y listo."
2037.000,2096.600,es-us,0.65513,,,"Comprimimos y lo ejecutamos haciendo es porque los repositorios de gamecom tienen un límite de de tamaño estos archivos eran para pesados, porque tienen tanta información que si se subía todo al repositorio estallado de hecho en el repositorio, lo que van a ver es solamente el comprimido no van a ver, eh? Todos los datos, sino por comprenderlo cuando ya estén en ese repositorio, pues estoy colocamos extensiones, pero es porque pesaba mucho, pero no la hay un tiempito y esperamos aquí, pues vamos borrando esto acá nos sobra, nos vemos la velocidad con la que puede ejecutar este tipo de cosas que esto es magnífica, no sé descargas Aquí está bien lo que queremos hacer es meterlo aquí."
2097.000,2122.700,es-us,0.40678,,," Arriba y aquí le hacemos el proyecto, digamos ver esta versión Aquí está muy bien Okay creo que está repetido esto ya está, preciso tiene el mismo nombre."
2124.000,2178.600,es-us,0.67571,,,"Ahora sí tiramos el proyecto para que la toda la información vea la velocidad con la que yo ya Lee estos archivos es impresionante se demoraba un cuerpo leyendo solo los siete aquí se hace un clic derecho. Yo creo que la parte en la que se demora es antes de los plots hacer los plots, eso vendría siendo por aquí, digamos que ejecute todo De aquí para arriba de aquí para arriba todo lo que está arriba. Ejecute no queremos hacer los plots, si no queremos solamente guardar el archivo y ya nos tiramos a los embebidos y ahora sí retomamos debería demorar mucho."
2184.000,2243.600,es-us,0.37823,,,"hasta aquí hemos explicado esto aquí obvio grafos Y entonces estamos acá Apenas terminé y ya saltamos a la parte que lo guardamos el archivo porque nos vamos a empezar entonces Mientras tanto les explicó que"
2244.000,2303.500,es-us,0.78445,,,"Que que vamos a ver acá en el Deep web Entonces el Debut eh, Ya lo hemos visto también la sesión anterior y aquí este train que se ve acá con este look, básicamente lo que hace es lo que vemos en la fórmula ahorita en este en el browser era Quiero encontrar el valor más pequeño, si yo comparo la solicitud de esos dos vectores generados que representan cada uno uno de los nodos y la similitud que encuentro con el Random Walter Eh Al momento de hacer el Random White sobre el sobre el grado hecho por aquí está la formulita. Entonces acá sí, Para poder hacer esa representación vectorial de los nodos, vamos, yo creo que está ejecutando bien. Creo que ya terminó sí saltemos a lo último es donde está el guarda."
2303.900,2363.500,es-us,0.77864,,,"Pero entonces lo que quiero mostrarles acá es hay una variable o un argumento de entrada que que hace parte del algoritmo que se nos que viene del objeto que se llama noctur vector pero que si se dan cuenta no tiene esas variables de probabilidad para saltos, sino que hace el Salto de forma Random cuando tú cargas los datos de los puentes que es el grafo y se dan cuenta solamente estamos usando los puentes porque los puentes porque Recuerden que esto solamente usa la conexión de los grafos no me interesa las características de los puentes ni las características de los nuevos solamente con quién estás conectado y acá yo puedo definir el batch size que es tamaño del batch con el que yo puedo hacer ese entrenamiento que es lo que les comentaba en vez de utilizar el dato a ser completo lo que hago es utilizar Machos entonces en grupos."
2363.900,2423.500,es-us,0.69180,,,"A ver si ya lo creo stop yo aquí haciendo tiempo y todo es que no eran disciplinarios que los archivos archivo pendejada lo que quiero mostrarles es como este sí, generador consumo gpu. Bueno, Mientras tanto les muestro Cómo ver el consumo de la gpu. Si alguien sabe una mejor que no esté instalando una aplicación que no me siento con esta misma aplicación genial, pero en la consola ustedes pueden colocar este Comando que es este acá nvidia rayita, smi, rayita 10 y esto es lo que va a hacer es cada 10 segundos y refrescando ir imprimiendo el consumo de la ppu. Se vería algo así, entonces te dice Como qué procesos están corriendo en este caso estamos corriendo python, que sería el único asociado y aquí Este 0% es el 0% que representa no estás usando absolutamente."
2423.900,2483.200,es-us,0.49811,,,"Y con eso pues ver si las personas no Qué pasa en el administrador de tareas, no aparece esto que aparece acá es mentira esto como que no está conectado, no lo lee y ya si se lee pronto no sé cómo todavía, eh? Saber usted me está haciendo quedar. Desarmamos, no sé que está pasando ahí, no sé para que sea se me hizo que crees poderosos y por ahí perdido esto quizás aquí el sincronizo se llama sincronizo Ya se está generando yo dependiendo la hora de borrado en algún momento, no?"
2483.900,2543.800,es-us,0.67030,,,"Para qué hacemos con la demo que tenía preparado en 2 minutos más, si no salen 2 minutos, pues saltamos y les quedó viendo esta presentación lo que vamos a hacer acá porque se veía como el consumo de la gente y demás, ahí no sé qué pasó. Espera Más bien, es un usuario banco permiso. Voy a colocarlo justo aquí después de esto posible que otra vez se ejecute todo esto de aquí para arriba, a ver cómo nos va, se va a demorar un rato, pero tengo que hacer el último sencillo con esto Sale ya saltamos otra cosa, pero entonces también aquí curiosamente el Deep Walk como"
