Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
599.000,658.800,es-us,0.85224,,,"Este que a este, o sea, erin es más difícil que conozca a Aries porque Alice Pues necesitas pasar por dos capas de o dos puentes de de nodos para llegar a ese tipo de cosas uno ya las va viendo como en la aplicación también puede ser direccionales que era lo que les comentaba que puede tener una una flechita de uso o cualquier otro tipo de relación. Está se usa Incluso el ejemplo que colocan acá es de papers, entonces este paper referencia a este y este referencia a este Entonces es como una cadena eso Incluso se puede utilizar para encontrar tecnicismos Alice Bob la forma en la que Alice B apop es porque es su hermana la forma en que"
659.000,718.500,es-us,,,,"Realices porque es normal Esa es la relación que tienen y también Ambos vienen en Canadá incluso algo que no mencioné, eh? Hay un término que se llama heterogéneo. Está leyendo un poco más los términos técnicos heterogéneo en un trabajo significa que puedes representar diferentes tipos de entidades, entonces acá. Si se dan cuenta todos son papers acá Todos son personas, pero acá puede ser una persona puede ser una ciudad puede ser incluso acá vean un buscador Ah mientras una empresa es una empresa, cómo lo tienen acá Entonces se pueden generar relaciones incluso más complejas con grafos de diferentes Por así decirlo niveles, que ese es otro término que se usa acá multicraft significa que los nodos o las entidades se relacionen entre sí de diferentes maneras no solamente de una manera, sino diferentes maneras Entonces tienes como diferentes capas de grafos, Se podría decir así incluso vean que se puede usar para para superficies incluso para imágenes para poder."
718.900,778.300,es-us,0.87262,,,"Eh, hacer tratado de imágenes eso también lo estuve leyendo un poco, eh? Incluso acá para relaciones entre objetos en un espacio dimensional o sea, las aplicaciones al parecer faltas como imaginación en realidad si me lo preguntan a mí y que también, eh, A pesar de que este tema Puede que sea interesante evitar caer un poco en la en la trampa como de aplicarlo, cómo es Interesante como lo que intentamos aplicar en todo eso de pronto ahorita se ve mucho en en en la clns ahorita tú le preguntas a cualquier empresa. Lo está aplicando. Está cool, pero lo aplicas de pronto para cosas que uno dice no esto no Debería ser así hay otra solución más fácil más barata mejor mantenible. Entonces, eh? Siempre como que imaginar cosas, pero ver que sea como también una solución óptima, sería mi consejo sobre este tema entonces acá un poco sobre lo que les comentaba de que cuando tenemos el grafo."
779.000,838.800,es-us,,,,"Cada uno de los nodos puede tener características pero también las relaciones entre los dos pueden tener características Sí entonces acá ya se van generando algunas matrices que es como el dataset que nosotros usaríamos para hacer las tareas de Machine learning de predicción o de clasificación o de lo que queramos hacer entonces, por ejemplo, la primera matriz que se saca se llama a hc mates, eh? Lo que básicamente mapea es tengo filas y columnas que representan cada uno de mis nodos y cuando está en negrito o en los fluidos oscuros significa que esos nodos están conectados, entonces básicamente si yo me paro en la uno la uno está conectada con la tres y la uno está conectada con la cuatro Entonces yo y miro el grafo, pues me paró en la uno, la uno efectivamente está conectada con la tres y la uno está efectivamente conectada con la cuatro, Sí eso es lo que está básicamente mapeando es la Matrix que es los puentes que yo voy teniendo en mi grado y aquí se"
838.900,898.300,es-us,0.74926,,,"Empieza a identificar algo que se llama sparkly ese es un término que se usa también en Machine learning convencional cuando tienen un Data set que tiene muchos ceros, no es muy recomendable que el Data se tenga tantos ceros, eh? Porque se pierde la información no se alcanza a encontrar bien los para los los patrones dentro del Data Zeta y esto le suele pasar mucho a a los grafos que cada vez que pues aumentas más grasos, mira que aquí ya son varios Pero entre más relaciones, veas y ahorita vamos a ver un caso, vamos a ver que hay más huequitos vacíos más huequitos vacíos porque no todo se relacionan con todos no suele pasar entonces ahorita más tarde vamos a ver también una librería que se está utilizando para resolver este problema de otra forma de de escribir estas relaciones más simplificada que no ocupe tanta memoria, que sea más eficiente etcétera, etcétera, otro otra matriz, que podemos sacar son las características las características de los nodos, básicamente si se dan cuenta acá tenemos es"
898.900,958.600,es-us,0.77589,,,"Dos columnas cada una representa a uno de mis nodos y significa una característica que tenga ese do supongamos que esta es una relación de de personas otra vez de personas o ahorita colocamos el ejemplo con sistemas entonces cada persona puede tener una edad cada persona puede tener de pronto un tono de piel, si es que eso es relevante cada persona puede tener una altura, si es que es relevante para la tarea que tenemos que que solucionar, eh? Supongo que queremos definir Cuál es son los posibles las posibles personas que van a estar en el equipo de béisbol de próximo año, eh? O de básquetbol mejor entonces suelen ser altos, si la talla es importante, pues esto podría ser una característica dentro del nodo que es relevante, pero también pueden existir, eh, Ya características dentro de los puentes que yo conecto O sea yo, por ejemplo, puedo estar conectado con mi mejor amigo Tenemos una relación y de pronto una característica de ese puente que tenemos es Cuántos años. Llevamos de de amigos, eso puede ser una característica que tiene ese puente ninguno de los dos tiene esa característica, sino."
959.000,1018.800,es-us,0.82786,,,"La relación entre los dos tiene esa característica. Llevamos tanto tiempo de conocernos y de ser amigos y como somos mejores amigos nuestra relación tiene un score más fuerte que yo tener con alguien que es un poco más lejano Entonces el puente también puede tener características, eh? Y las podemos meter en una matriz como un fichero básicamente esto puede ser un feature normal que usamos como en una tabla misma idea y ya con esto se pueden empezar a hacer relaciones, eh? Más complejas entonces uno empieza a ver un poco ya la matemática de cómo funciona de cómo son las matrices, por ejemplo, esta matriz que está acá me representa otra vez lo mismo que tenemos aquí en la parte de arriba, el índice Matrix que es básicamente, eh? Quiénes están conectados Con qué pero aquí en vez de pintarlos Pues los estamos ya representando como un uno, eso también podría llegar a ser, eh? Eh? En otras representaciones en score, eh? Como les comentaba fue representar."
1017.900,1077.900,es-us,0.83142,,,"La relación que tan fuerte es o incluso si las relaciones negativas y hay un rechazo eso también podría pasar Eh Esto Qué es esta misma matriz al cuadrado es decir se multiplica esta matriz por esta matriz, eh? Qué significado tiene y solo lo muestro como por términos de Para que vean Qué tipo de operaciones se pueden empezar a realizar y es básicamente Esto me dice Eh cuántos Cómo es que Cuántos cuántos nodos tengo que pasar Eh mentiras, Cuántos caminos posibles hay para llegar a un a un a un mismo no con una longitud de dos pasos me explico a eso a qué me refiero, por ejemplo esto de acá Recuerden que es filas y columnas me representan el índice de los nodos entonces básicamente Este primer ítem, que está acá es el primer nodo y este acá es el primer nodo Entonces cuánto sería de uno a uno entonces si yo"
1078.000,1137.900,es-us,,,,"Uno de uno y solamente tengo Solamente puedo dar dos dos pasos para llegar otra vez al uno entonces puedo pasar al dos, puedo pasar al cuatro si es así puedo dos, o sea que creo que la estoy embarrando porque así no era debe ser como ir al 12 y volverse, igual 4 y volverse algo así, no? Yo creo que sí sí sí, sí sí sí sí, sí, yo creo que sí sí sí sí, porque mira acá yo lo aprendí fue con este 3 de acá, que este vendría siendo uno dos tres cuatro cinco, seis El Seis relacionado con 1 2 3 4 5, el 6 relacionado con el cinco que sería pasó acá. Me dio calor de la fe. Déjenme le echo un momento seis relacionado con el mismo seis. Ah."
1138.000,1197.700,es-us,,,,"Y perdón, si es de 6.6, Perdón Sí sí sí, entonces acá Tiene Sí entonces acá sería, sí, este no sería tan ilustrativo, porque sería lo mismo que el uno vuelvo del 5 al 6 del del 6 al 8 y 8 al 6 ta ta ta ta pero este acá ya me acordé. Fue con este de acá Este vendría, siendo del uno A el 5. Sí del uno al cinco entonces vea Aquí sí se ve, me paro en el uno salto acá salto acá llego al 5 me paro en el uno salto acá y salto acá y llego al 5, pero no hay más caminos para llegar al 5 desde el uno. Sí, solamente hay dos caminos y eso es lo que estamos contando Dos caminos para llegar al uno en la mayoría solamente hay un camino, eh? Pero ponle otro su punto el dos con el cuatro entonces puedo pasar acá puedo pasar acá? Si se dan cuenta, puedo pasar al uno puedo pasar al al cuatro del dos, puedo pasar al 5 y puedo pasar al cuatro hay dos caminos entonces."
1198.000,1257.800,es-us,0.77544,,,"Tipo de relaciones en las que no puede empezar a ver y ya un poco la formulación matemática de que por ejemplo acá están tomando el X vendría siendo la representación del nodo que quiero evaluar Entonces por ejemplo Acá tengo el el nodo número 6 por eso lo tienen pintado acá lo puedo multiplicar por su por la matriz que tengo de conexiones que es la matriz el nombre técnico sería el agency, eh? Matrix y eso me va a dar pues como resultado los que ven pintados acá que son los a los que yo me encuentro conectado sí son estos en color como rojizo y luego también me, eh? La puedo multiplicar por la matriz adyacente al cuadrado del de índice Matrix y eso me va a entregar a mí por cada uno de los de los nodos que yo tengo la el número de de pads que yo puedo dar para llegar hasta ese nombre entonces me para desde el 6 y"
1257.900,1317.800,es-us,,,,"Digamos que quiero llegar ponle tú al cuatro, cuántos hay entonces salto acá salto acá Recuerden que solamente podemos dar dos pasos por camino no puedo dar más de dos pasos. Esa es como la condición que tiene esta elevada al cuadrado, digamos que quiero llegar al 3 el 3 también pasaría con esto supongamos ahí uno. Ah, no, solamente el que tiene relación de de mayor que uno es el mismo es que tiene sentido Pero bueno este tipo de cosas en las que no puede empezar a ver y quizás hay una forma más chévere de ver esto es con este portal este portal también lo recomiendo Se los voy a compartir, no tiene mucha información, pero la que tiene Machine learning y ya van a ver que es muy Denme se la comparto por acá, porque es muy gráfica, entonces habla de temas un poco complejos como redes convolucionales por acá, también hablaba valenciano, habla de reformer learning con visión, pero vean como lo representa a mí me encanta y"
1318.000,1377.900,es-us,,,,"Yo aquí yo aprendí a entender este, eh? Fallecieron optimization, que es lo que utilizamos nosotros cuando estamos haciendo el de prisión de de carros para poder, eh? Tunear hacerle fine tuning al modelo que estábamos haciendo encontrar los mejores hiper parámetros utilizamos, eh? Valles y lo aprendí acá, pero entonces vean lo Genial que se ve que está más enfocado a entender, eh? Crafter works, que es deep learning, es decir orales con grafos, pero nosotros vamos a empezar todavía con grafos. Entendamos primero que es grafos y ya le metemos, eh? El acelerador hasta allá Aquí hace como una introducción también, pero entonces vean acá se entiende bastante bien lo que son, por ejemplo, eh? Los vértices o los nodos estos vendrá siendo los puentes, sí los links y el, eh? Lo que sería terminó del no global, pues es el el conjunto completo, no sin que haya elementos separados, entonces acá, por ejemplo, acá se ve muy chévere."
1378.000,1437.900,es-us,,,,"Lo que también veíamos en la matriz, que veamos en el libro fue un tipo de libro acá, que yo les decía cada uno de los nodos tiene características, pero los puentes También tienen características y los podemos modelar entonces en esta página se ve bastante bien, supongamos que ya me paran este nodo y mira tiene como unas unas características en la mariquita, que cada una representa un una característica numérica, no tiene que ser algo que le tengamos que tener sentido acá, por eso yo me paro en otro vea que cambió y si yo me paro en otra vea, qué campo entonces cada uno de estos nodos. Todos tienen las mismas seis características, pero en diferentes niveles y ese tipo de cosas son las que queremos modelar Pero también cada uno de los puentes tiene una característica. Entonces que también creo que son 8 8 características diferentes, eh, Es decir están relacionados con ocho características diferentes entre ellas entonces acá se puede ver y también se puede sacar como un embebido es cuando ya coges el modo completo y"
1437.900,1497.200,es-us,0.78995,,,"Y eso también lo vamos a ver más adelante y le sacas como las características globales que también es este último que está casi se dan cuenta cambia lo que yo cambie el el global va a ser el mismo, pero acá se ve perfectamente lo que se acaba de comentar cada uno de los nodos características diferentes las podemos modelar, pero cada uno de los puentes características diferentes sí se pueden modelar. Esto es genial también. Aquí aparece la relación de dirección, pero hemos visto ya con los papers se entiende bastante bien y por ejemplo, acá ya es lo que les comentaba que se empezaba a ver el Sparx el specif, que es, creo que la traducción sería esparcimiento Eh no estoy seguro, pero es que si yo lo modelo como una matriz empiezo a ver que hay muchos huecos se empezó a tener muchos ceros y eso no es tan bueno cuando se hace, eh? Alguna tarea de Machine learning, Entonces ahora formas de mitigar eso en este caso Pero entonces acá, qué me representa?"
1497.900,1557.900,es-us,0.68214,,,"Que dice la la documentación es que está intentando colocar una carita feliz Esto es lo que dice y cada una de esas características tiene un valor añadido para definir su totalidad y lo que aparece aquí en en en la matriz es la relación es básicamente Esta es la matriz adyacente que veíamos, eh? Que si están conectados o no están conectados y demás entonces, eh? Eso es lo que estaríamos viendo en pantalla. Básicamente se están conectados en están conectados y acá se ve diferentes maneras es bastante cool jugar con este y se va entendiendo cómo funciona y de hecho. Esto es una matriz. Se me olvida el nombre matemático técnico que si se dan cuenta es como un espejo en diagonal Entonces tenemos la la diagonal, que sería la En dónde se intersectan cada uno de los de los nodos consigo mismos y es un espejo, básicamente lo que tengo abajo en esta diagonal es igual a lo que tendría Sigma de esa diagonal Pero entonces esto también funciona para texto y"
1558.000,1617.600,es-us,0.80887,,,"Hay un hay un paper que yo estaba leyendo, me pareció muy interesante que es, eh? Ustedes de pronto han escuchado el término de Transformers en chachi, piti, que los eso fue, básicamente lo que ellos usaron para poder encontrar que era lo más importante dentro de un dentro de un texto y aplicar esto que se llama attention is you need aplicar este mecanismo de atención y poder enfocarse, básicamente en responder no respecto a a lo más reciente, sino a lo más relevante que me has dicho y tener ese contexto en mi cabeza, lo que sugieren también en ese tipo de documentación. Es que cuando usas grafos y puedes relacionar las palabras por lo general la relación que se tiene con Transformers normales, la relación tiende a ser un poco todavía secuencial, pero con grafos como comentábamos al principio, pues encontrar este tipo de relaciones de todos con todos Y puede que él transforme funcione mejor eso todavía lo están. Creo que"
1617.900,1677.700,es-us,0.85004,,,"Explorando le están dando ahí, pero para que vean que ahí también aplicaciones no, no creería y me pareció genial Esto entonces acá misma relación. Esto es como si cada uno de las palabras fuera un nudo y pues están relacionadas secuencialmente pero en este caso imaginen que con un Transformer cada uno de estos nodos, podría estar relacionado con los demás con un nivel de importancia diferente o con una relación diferente y eso podría en teoría mejorar el, eh, la atención que se tiene sobre el contexto de lo que se está hablando entonces esto también pareció cool cuando lo leí me pareció una chimba de pronto aplicaciones, que también se veían moléculas acá colocan como el ejercicio de las moléculas, Cómo se molaría ese grafo las relaciones que tendrían que entre Cada molécula, Eh entonces si se dan cuenta aquí nota es es muy conveniente cuando el dataset que yo uso o el problema que quiero resolver tienen naturaleza de gramos de resto yo sugeriría usar."
1677.900,1736.600,es-us,0.72789,,,"Machine learning convencional no te no te mates la vida pero si la naturaleza que tiene le puedo sacar mejor provecho porque es su naturaleza Es de grafos o se mueve la mejor así hágale como digamos que al parecer da resultados bastante buenos nosotros lo vamos a averiguar, eh? Social Network creo que les decía que Pepito se conoce como Juanito y Juanito con Pepito entonces esa casa de toda la relación de todos, eh? Y podría yo predecir quién quién es amigo? Incluso esto podría funcionar para que Pepito Se junta con Juanito que Juanito es más o menos ladrón, pues pilas con Pepito porque Pepito Pues aquí sabe se la pasa mucho tiempo con Juanito y eso podría ser complejo Eh entonces ahora muchas cosas acá también incluso creo que estos son combates de karate o qué Qué estudiantes se relaciona con qué estudiante en una academia de karate y por acá Había una que me pareció muy genial Ah okay, hay unas aplicaciones que también ya vamos a llegar ahí que es"
1738.000,1795.100,es-us,0.79080,,,"El tipo de tareas que se pueden utilizar y eventualmente hacer cosas interesantes con ellas es a nivel de grafo a nivel de Puente y a nivel de no Entonces eso qué significa el grafo es que yo puedo llegar a una conclusión mirando el grafo completo o hacer una tarea de predicción o de de clasificación o algo así viendo el grafo completo es decir viendo las relaciones completas que tiene cada uno de los nodos con cada uno de los puentes pero a nivel global que era lo que veíamos prácticamente aquí arriba este recuadro rojo yo puedo llegar a hacer eso y esto por ejemplo, eh? La forma en la que lo aplican acá es con moléculas entonces puedo mirar si no molécula podría generar una enfermedad porque tiene ciertos componentes ya globales que me generan un comportamiento indeseado pero a nivel Macro Se podría decir eso pero también yo puedo encontrar relaciones a nivel, eh? De de de nodo no me acuerdo exactamente, cómo lo usaban acá."
1797.900,1857.800,es-us,,,,"exhortación de imágenes Uff Estas son las quedó viendo chicos no me acuerdo cuál era mi ejemplo acá se me acaba de ir porque la que está a nivel de Puente es como lo que les decía de qué amigo puede ser amigo de quién acá lo hacen con una imagen me imagino que acá es para poder hacer tareas con características de los no, pero ahorita se me va una sí alguien está ahí levantando la mano discúlpenme que no no creo que aquí la pantalla del chat alguien subió la mano o fui Yo escucho un mensaje en el chat, Ah listo, listo, listo, Ah listo, Dale dale bueno morí conmigo Igual tú puedes intervenir cuando quieras listo Porque la idea es esta O sea yo también he estado aprendiendo Jajaja Laura dispara, hágale a ver si entendí Un poquito bien, o sea la idea es esa relación es poner en en la matriz uno"
1857.900,1917.700,es-us,0.77999,,,"Cierto, pero veo que hay una relación es donde nos Sí se ve como los colores más fuertes y menos también se podría hacer como matrices en donde sea un score lo que hablabas o Generalmente siempre son solo unos y ceros la que es uno y ceros es la matriz adyacente, eh? Cómo se pronuncia la que solamente muestra la relación que se espera que en el libro La tengo acá y ya sé qué ejercicio porque está H sí Matrix que es básicamente me dice usted está conectado con este usted está conectado con este, pero adicional yo puedo sacar dos matrices que es las características que tiene cada uno de los nodos es decir, cada uno de estos puntos tiene unas características las entidades que era lo que les decía Una persona, puede que eh sea de tal altura o de pronto hable tal idioma son características propias de esa persona sí de ese nombre, pero adicionalmente puedo sacar otra matriz que es la de los puentes es decir cada una de las relaciones."
1918.000,1977.900,es-us,,,,"Fuentes puede representar algo la relación que yo tengo con mi mejor amigo, entonces esa relación puede tener una fortaleza que es una una característica de Ese cuento, pero también puede tener una fecha de amigos es decir tenemos 5 o 10 20 años de amistad ese tipo de datos yo los puedo incluir en otra matriz y ya me acordé del ejemplo que les quería decir acá. Si se dan cuenta el ejemplo que ellos ponen acá es hay algunos que están pintaditos de rojo estos que están pintaditos como de gris. Esto es una tarea de clasificación Entonces ellos podrían predecir qué nodo pertenece a qué grupo La la información que en el gráfico y aplicando modelos de Machine Entonces por ejemplo esto de hecho es muy parecido a lo que nosotros podríamos usar para los servidores tenemos esta relación de los servidores con los computadores incluso podríamos meter los usuarios Entonces nosotros podríamos saber cuáles A partir de cuál computador? Si lo Sí sí atacamos en ese computador tenemos una un acceso"
1977.900,2037.300,es-us,0.81528,,,"Más directo de pronto a la red completa porque de pronto esa persona tiene acceso con a al jefe y a la contraseña, qué sé, yo una vena Sí me imagino que se podría generar, eh? Pero yo lo podría clasificar. Lo podría decir todas esas características y las relaciones con los demás ustedes de este grupo ustedes De este otro grupo también se usa para eh? Sugerir, eh? Recomendaciones de productos y de cosas así Creo que ya se está usando más que los modelos normales convencionales de Machine learning incluso de clusterización, porque acá se pueden encontrar relaciones más complejas que lo que podría pasar en clusterización, Por ejemplo, si si tiene sentido Sí muchas gracias, perfecto y lo de los puentes muy parecido a lo que vimos en los nuevos, pero en este caso, pues presidir, eh? Que qué relación tendría cada uno de los nuevos y hacer tareas con con los puentes."
2037.000,2096.800,es-us,0.75468,,,"Acá creo que lo hacemos con la imagen y las entidades estos dos están peleando entonces la relación que ellos colocan entre dos dosis de pelea las personas que están atrás que es el público, eh? Solamente están viendo Washington el juez también estaba viendo Washington pero imagino que también tendrá la acción de intervenir, eh? Y está el piso también lo modelan el piso. Entonces, qué acción tiende ellos con el piso, pues simplemente soportarlo o algo así, entonces ese tipo de cosas, eh? Me imagino que pueden tener relaciones más complejas. Me imagino que cuando alguno de ellos caiga al suelo, en ese momento se activa el juez el juez interviene y ese tipo de fenómenos entre entidades y sus puentes son los que podemos podemos modelar y llegar a hacer cosas muy interesantes, entonces esa es la introducción que se tiene digamos a nivel de los grafos, esa página bacana para entenderlos. Me parece que es muy ilustrativa, muy ayuda mucho Ah bueno, acá esto yo lo abrí, Perdón esto yo lo abrí para convolucional."
2096.900,2156.600,es-us,,,,"Que también tiene cosas muy ilustrativas y puede explicar aquí y allá y es bastante interesante algo más como para documentar este Man eh. De Stanford es como un profesor tiene una serie 60 vídeos yo estoy ahí dándole punto a, eh, Y repite entre los de hecho este es el tercer, eh? Muy buena muy buena el man Sí ya le mete muchos temas términos técnicos. Te muestra fórmulas, eh? Que eventualmente también serán útiles Mira fórmulas que les ayuda, pero cuando ya las entiendes, es básicamente todo lo que la cháchara que hemos dicho nosotros es esto, pero mostrado de forma matemática Entonces él dice como los grados que tiene cada uno de los nodos, Eh entonces eso significa más o menos, Cuántas conexiones tiene eso y también hay otros términos que ya te empieza a decidir hay unos muy muy interesantes que por ejemplo, eh? Tipos de grafos, por ejemplo, acá son las relaciones, por ejemplo."
2156.900,2216.700,es-us,,,,"Varios con productos un usuario Generalmente no se relaciona con otro usuario cuando estás hablando de vender productos es decir muy rara vez yo me relacionaría con otro a no ser de que yo Les recomiendo o algo así Si no es más una relación de usuario con productos Entonces ese tipo de relaciones entre entre dos conjuntos de grafos podría existir, eh? También te puedes ir como la profundidad que tiene Hay una que llama mucho la atención que era la profundidad que tiene un nodo dentro de un grafo básicamente qué tan metido estás recontra reconectado con todo el mundo eso es una métrica que tú puedes usar para poder sacar información relevante, eh? De hecho creo que los trata al final o en algún punto del video pero entonces este también recomendado si está interesado yo estoy dándole ahí ta ta ta ta pues para estar al día y y aprender todos los temas de base y Ah okay, esto era lo que les decía, eh? Rap attention networks que es básicamente meter la tensión al sistema de grafos aquí también lo hablan de cómo funcionaría ese sistema."
